run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,fraction_ai,fraction_ai_assisted,fraction_human,prediction_short,headline
R081,C027,Pangram,4.0,1,2026-08-26,2026-08-26T12:47:23,81,ok,fraction_ai,0.9422,94.2% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9422, ""fraction_ai_assisted"": 0.0578, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:47:23"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,0.9422,0.0578,0.0,AI,AI Generated
R082,C072,Pangram,4.0,1,2026-08-26,2026-08-26T12:47:59,82,ok,fraction_ai,0.2925,29.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2925, ""fraction_ai_assisted"": 0.2718, ""fraction_human"": 0.4357, ""scanned_at"": ""2026-08-26T12:47:59"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,0.2925,0.2718,0.4357,Mixed,AI Assisted
R083,C076,Pangram,4.0,1,2026-08-26,2026-08-26T12:49:43,83,ok,fraction_ai,0.3007,30.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3007, ""fraction_ai_assisted"": 0.138, ""fraction_human"": 0.5614, ""scanned_at"": ""2026-08-26T12:49:43"", ""status"": ""ok""}",Human,News article,Translated,587,0,English translation of Le Monde diplomatique short feature,2019-02-27,0.3007,0.138,0.5614,Mixed,AI Assisted
R084,C069,Pangram,4.0,1,2026-08-26,2026-08-26T12:50:45,84,ok,fraction_ai,0.4604,46.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4604, ""fraction_ai_assisted"": 0.1098, ""fraction_human"": 0.4298, ""scanned_at"": ""2026-08-26T12:50:45"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,0.4604,0.1098,0.4298,Mixed,AI Assisted
R085,C033,Pangram,4.0,1,2026-08-26,2026-08-26T12:51:38,85,ok,fraction_ai,0.0847,8.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0847, ""fraction_ai_assisted"": 0.0827, ""fraction_human"": 0.8326, ""scanned_at"": ""2026-08-26T12:51:38"", ""status"": ""ok""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,0.0847,0.0827,0.8326,Mixed,AI Assisted
R086,C047,Pangram,4.0,1,2026-08-26,2026-08-26T12:52:18,86,ok,fraction_ai,0.003,0.3% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.003, ""fraction_ai_assisted"": 0.0274, ""fraction_human"": 0.9696, ""scanned_at"": ""2026-08-26T12:52:18"", ""status"": ""ok""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,0.003,0.0274,0.9696,Human,Fully Human Written
R087,C031,Pangram,4.0,1,2026-08-26,2026-08-26T12:52:59,87,ok,fraction_ai,0.0837,8.4% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0837, ""fraction_ai_assisted"": 0.021, ""fraction_human"": 0.8953, ""scanned_at"": ""2026-08-26T12:52:59"", ""status"": ""ok""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,0.0837,0.021,0.8953,Mixed,AI Assisted
R088,C046,Pangram,4.0,1,2026-08-26,2026-08-26T12:54:02,88,ok,fraction_ai,0.027,2.7% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.027, ""fraction_ai_assisted"": 0.043, ""fraction_human"": 0.93, ""scanned_at"": ""2026-08-26T12:54:02"", ""status"": ""ok""}",Human,Marketing copy,,363,0,"Holiday insert, Powell's Books in-store flyer",2017-11-09,0.027,0.043,0.93,Human,Fully Human Written
R089,C043,Pangram,4.0,1,2026-08-26,2026-08-26T12:55:54,89,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0965, ""fraction_human"": 0.9035, ""scanned_at"": ""2026-08-26T12:55:54"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,0.0,0.0965,0.9035,Human,Fully Human Written
R090,C025,Pangram,4.0,1,2026-08-26,2026-08-26T12:57:12,90,ok,fraction_ai,0.8512,85.1% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.8512, ""fraction_ai_assisted"": 0.0731, ""fraction_human"": 0.0758, ""scanned_at"": ""2026-08-26T12:57:12"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,0.8512,0.0731,0.0758,AI,AI Generated
R091,C009,Pangram,4.0,1,2026-08-26,2026-08-26T12:58:47,91,ok,fraction_ai,1.0,100.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 1.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-26T12:58:47"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,1.0,0.0,0.0,AI,AI Generated
R092,C008,Pangram,4.0,2,2026-08-28,2026-08-28T13:23:44,1,ok,fraction_ai,0.9081,90.8% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9081, ""fraction_ai_assisted"": 0.0681, ""fraction_human"": 0.0238, ""scanned_at"": ""2026-08-28T13:23:44"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,0.9081,0.0681,0.0238,AI,AI Generated
R093,C032,Pangram,4.0,2,2026-08-28,2026-08-28T13:24:28,2,ok,fraction_ai,0.008,0.8% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.008, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 0.992, ""scanned_at"": ""2026-08-28T13:24:28"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,0.008,0.0,0.992,Human,Fully Human Written
R094,C049,Pangram,4.0,2,2026-08-28,2026-08-28T13:26:31,3,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0732, ""fraction_human"": 0.9268, ""scanned_at"": ""2026-08-28T13:26:31"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,0.0,0.0732,0.9268,Human,Fully Human Written
R095,C012,Pangram,4.0,2,2026-08-28,2026-08-28T13:28:15,4,ok,fraction_ai,0.9055,90.5% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9055, ""fraction_ai_assisted"": 0.0945, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-28T13:28:15"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,0.9055,0.0945,0.0,AI,AI Generated
R096,C056,Pangram,4.0,2,2026-08-28,2026-08-28T13:29:22,5,ok,fraction_ai,0.4405,44.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4405, ""fraction_ai_assisted"": 0.2035, ""fraction_human"": 0.3561, ""scanned_at"": ""2026-08-28T13:29:22"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,0.4405,0.2035,0.3561,Mixed,AI Assisted
R097,C024,Pangram,4.0,2,2026-08-28,2026-08-28T13:30:28,6,ok,fraction_ai,0.9031,90.3% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.9031, ""fraction_ai_assisted"": 0.0969, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-28T13:30:28"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,0.9031,0.0969,0.0,AI,AI Generated
R098,C036,Pangram,4.0,2,2026-08-28,2026-08-28T13:32:27,7,ok,fraction_ai,0.0743,7.4% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0743, ""fraction_ai_assisted"": 0.015, ""fraction_human"": 0.9107, ""scanned_at"": ""2026-08-28T13:32:27"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,0.0743,0.015,0.9107,Human,Fully Human Written
R099,C063,Pangram,4.0,2,2026-08-28,2026-08-28T13:33:00,8,ok,fraction_ai,0.0536,5.4% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.0536, ""fraction_ai_assisted"": 0.0521, ""fraction_human"": 0.8942, ""scanned_at"": ""2026-08-28T13:33:00"", ""status"": ""ok""}",Hybrid,Business / professional,,462,50,2015 offer-summary memo + Claude 4 Sonnet replacements (50%),2026-08-15,0.0536,0.0521,0.8942,Mixed,AI Assisted
R100,C013,Pangram,4.0,2,2026-08-28,2026-08-28T13:34:32,9,ok,fraction_ai,0.7485,74.9% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.7485, ""fraction_ai_assisted"": 0.2503, ""fraction_human"": 0.0012, ""scanned_at"": ""2026-08-28T13:34:32"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,0.7485,0.2503,0.0012,Mixed,AI Assisted
R101,C054,Pangram,4.0,2,2026-08-28,2026-08-28T13:35:45,10,ok,fraction_ai,0.1661,16.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.1661, ""fraction_ai_assisted"": 0.163, ""fraction_human"": 0.6709, ""scanned_at"": ""2026-08-28T13:35:45"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,0.1661,0.163,0.6709,Mixed,AI Assisted
R102,C073,Pangram,4.0,2,2026-08-28,2026-08-28T13:37:45,11,ok,fraction_ai,0.4613,46.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4613, ""fraction_ai_assisted"": 0.1673, ""fraction_human"": 0.3714, ""scanned_at"": ""2026-08-28T13:37:45"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,0.4613,0.1673,0.3714,Mixed,AI Assisted
R103,C029,Pangram,4.0,2,2026-08-28,2026-08-28T13:39:27,12,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0849, ""fraction_human"": 0.9151, ""scanned_at"": ""2026-08-28T13:39:27"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,0.0,0.0849,0.9151,Human,Fully Human Written
R104,C070,Pangram,4.0,2,2026-08-28,2026-08-28T13:41:03,13,ok,fraction_ai,0.17,17.0% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.17, ""fraction_ai_assisted"": 0.3693, ""fraction_human"": 0.4607, ""scanned_at"": ""2026-08-28T13:41:03"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,0.17,0.3693,0.4607,Mixed,AI Assisted
R105,C065,Pangram,4.0,2,2026-08-28,2026-08-28T13:42:31,14,ok,fraction_ai,0.6069,60.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.6069, ""fraction_ai_assisted"": 0.2273, ""fraction_human"": 0.1658, ""scanned_at"": ""2026-08-28T13:42:31"", ""status"": ""ok""}",Hybrid,Marketing copy,,564,25,2014 product insert + Llama 3.3 70B replacements (25%),2026-08-13,0.6069,0.2273,0.1658,Mixed,AI Assisted
R106,C003,Pangram,4.0,2,2026-08-28,2026-08-28T13:44:05,15,ok,fraction_ai,0.8604,86.0% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.8604, ""fraction_ai_assisted"": 0.1151, ""fraction_human"": 0.0244, ""scanned_at"": ""2026-08-28T13:44:05"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,0.8604,0.1151,0.0244,AI,AI Generated
R107,C075,Pangram,4.0,2,2026-08-28,2026-08-28T13:45:50,16,ok,fraction_ai,0.1211,12.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.1211, ""fraction_ai_assisted"": 0.0387, ""fraction_human"": 0.8402, ""scanned_at"": ""2026-08-28T13:45:50"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,0.1211,0.0387,0.8402,Mixed,AI Assisted
R108,C086,Pangram,4.0,2,2026-08-28,2026-08-28T13:47:20,17,ok,fraction_ai,0.3516,35.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.3516, ""fraction_ai_assisted"": 0.2546, ""fraction_human"": 0.3938, ""scanned_at"": ""2026-08-28T13:47:20"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,0.3516,0.2546,0.3938,Mixed,AI Assisted
R109,C058,Pangram,4.0,2,2026-08-28,2026-08-28T13:48:48,18,ok,fraction_ai,0.4514,45.1% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4514, ""fraction_ai_assisted"": 0.2711, ""fraction_human"": 0.2774, ""scanned_at"": ""2026-08-28T13:48:48"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,0.4514,0.2711,0.2774,Mixed,AI Assisted
R110,C072,Pangram,4.0,2,2026-08-28,2026-08-28T13:50:33,19,ok,fraction_ai,0.2618,26.2% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2618, ""fraction_ai_assisted"": 0.4346, ""fraction_human"": 0.3036, ""scanned_at"": ""2026-08-28T13:50:33"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,0.2618,0.4346,0.3036,Mixed,AI Assisted
R111,C082,Pangram,4.0,2,2026-08-28,2026-08-28T13:51:33,20,ok,fraction_ai,0.2447,24.5% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2447, ""fraction_ai_assisted"": 0.1029, ""fraction_human"": 0.6524, ""scanned_at"": ""2026-08-28T13:51:33"", ""status"": ""ok""}",Human,Technical how-to,Technical,562,0,NIST SP 800-63-3 section 5 prose (public domain U.S. government),2017-06-22,0.2447,0.1029,0.6524,Mixed,AI Assisted
R112,C076,Pangram,4.0,2,2026-08-28,2026-08-28T13:53:30,21,ok,fraction_ai,0.1779,17.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.1779, ""fraction_ai_assisted"": 0.0408, ""fraction_human"": 0.7813, ""scanned_at"": ""2026-08-28T13:53:30"", ""status"": ""ok""}",Human,News article,Translated,587,0,English translation of Le Monde diplomatique short feature,2019-02-27,0.1779,0.0408,0.7813,Mixed,AI Assisted
R113,C022,Pangram,4.0,2,2026-08-28,2026-08-28T13:55:24,22,ok,fraction_ai,0.5928,59.3% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.5928, ""fraction_ai_assisted"": 0.3129, ""fraction_human"": 0.0943, ""scanned_at"": ""2026-08-28T13:55:24"", ""status"": ""ok""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,0.5928,0.3129,0.0943,Mixed,AI Assisted
R114,C080,Pangram,4.0,2,2026-08-28,2026-08-28T13:56:43,23,ok,fraction_ai,0.2268,22.7% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2268, ""fraction_ai_assisted"": 0.0037, ""fraction_human"": 0.7695, ""scanned_at"": ""2026-08-28T13:56:43"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,0.2268,0.0037,0.7695,Mixed,AI Assisted
R115,C042,Pangram,4.0,2,2026-08-28,2026-08-28T13:58:41,24,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0891, ""fraction_human"": 0.9109, ""scanned_at"": ""2026-08-28T13:58:41"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,0.0,0.0891,0.9109,Human,Fully Human Written
R116,C040,Pangram,4.0,2,2026-08-28,2026-08-28T14:00:01,25,ok,fraction_ai,0.0,0.0% AI · Human,Human,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""Fully Human Written"", ""prediction"": ""We believe that this text is human-written."", ""prediction_short"": ""Human"", ""fraction_ai"": 0.0, ""fraction_ai_assisted"": 0.0, ""fraction_human"": 1.0, ""scanned_at"": ""2026-08-28T14:00:01"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,0.0,0.0,1.0,Human,Fully Human Written
R117,C069,Pangram,4.0,2,2026-08-28,2026-08-28T14:00:44,26,ok,fraction_ai,0.2278,22.8% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.2278, ""fraction_ai_assisted"": 0.1549, ""fraction_human"": 0.6174, ""scanned_at"": ""2026-08-28T14:00:44"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,0.2278,0.1549,0.6174,Mixed,AI Assisted
R118,C028,Pangram,4.0,2,2026-08-28,2026-08-28T14:02:08,27,ok,fraction_ai,0.8677,86.8% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.8677, ""fraction_ai_assisted"": 0.1323, ""fraction_human"": 0.0, ""scanned_at"": ""2026-08-28T14:02:08"", ""status"": ""ok""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,0.8677,0.1323,0.0,AI,AI Generated
R119,C017,Pangram,4.0,2,2026-08-28,2026-08-28T14:03:53,28,ok,fraction_ai,0.8911,89.1% AI · AI,AI,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Generated"", ""prediction"": ""We believe that this text is AI-generated."", ""prediction_short"": ""AI"", ""fraction_ai"": 0.8911, ""fraction_ai_assisted"": 0.0786, ""fraction_human"": 0.0303, ""scanned_at"": ""2026-08-28T14:03:53"", ""status"": ""ok""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,0.8911,0.0786,0.0303,AI,AI Generated
R120,C055,Pangram,4.0,2,2026-08-28,2026-08-28T14:05:00,29,ok,fraction_ai,0.5156,51.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.5156, ""fraction_ai_assisted"": 0.2994, ""fraction_human"": 0.185, ""scanned_at"": ""2026-08-28T14:05:00"", ""status"": ""ok""}",Hybrid,News article,,721,75,2017 wire story + Claude 4 Sonnet replacements (75%),2026-08-17,0.5156,0.2994,0.185,Mixed,AI Assisted
R121,C084,Pangram,4.0,2,2026-08-28,2026-08-28T14:05:39,30,ok,fraction_ai,0.4159,41.6% AI · Mixed,Mixed,,,"{""detector"": ""Pangram"", ""version"": ""4.0"", ""stage"": ""STAGE_SUCCESS"", ""headline"": ""AI Assisted"", ""prediction"": ""We believe that this text is a mix of AI-assisted and human-written content."", ""prediction_short"": ""Mixed"", ""fraction_ai"": 0.4159, ""fraction_ai_assisted"": 0.2948, ""fraction_human"": 0.2893, ""scanned_at"": ""2026-08-28T14:05:39"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,0.4159,0.2948,0.2893,Mixed,AI Assisted
