run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,ai_percent,sensitivity,result_tag
R106,C026,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:33:07,15,ok,ai_percent,76,76% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 76, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:33:07"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,76,2,suspected-ai-generated
R107,C036,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:33:43,16,ok,ai_percent,19,19% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 19, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:33:43"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,19,2,
R108,C029,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:34:40,17,ok,ai_percent,9,9% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 9, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:34:40"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,9,2,
R109,C057,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:35:31,18,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:35:31"", ""status"": ""ok""}",Hybrid,Blog / opinion,,508,50,2019 newsletter essay + Llama 3.3 70B replacements (50%),2026-08-19,100,2,suspected-ai-generated
R110,C076,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:37:30,19,ok,ai_percent,28,28% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 28, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:37:30"", ""status"": ""ok""}",Human,News article,Translated,587,0,English translation of Le Monde diplomatique short feature,2019-02-27,28,2,
R111,C006,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:39:16,20,ok,ai_percent,74,74% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 74, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:39:16"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,74,2,suspected-ai-generated
R112,C038,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:40:11,21,ok,ai_percent,9,9% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 9, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:40:11"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,9,2,
R113,C090,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:41:50,22,ok,ai_percent,38,38% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 38, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:41:50"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,38,2,
R114,C071,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:42:41,23,ok,ai_percent,26,26% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 26, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:42:41"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,26,2,
R115,C074,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:44:04,24,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:44:04"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,100,2,suspected-ai-generated
R116,C043,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:45:57,25,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:45:57"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,0,2,
R117,C079,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:46:46,26,ok,ai_percent,71,71% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 71, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:46:46"", ""status"": ""ok""}",Human,Blog / opinion,Templated,322,0,"Grant-report narrative template, state arts board",2011-10-19,71,2,suspected-ai-generated
R118,C017,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:48:49,27,ok,ai_percent,72,72% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 72, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:48:49"", ""status"": ""ok""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,72,2,suspected-ai-generated
R119,C055,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:50:02,28,ok,ai_percent,36,36% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 36, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:50:02"", ""status"": ""ok""}",Hybrid,News article,,721,75,2017 wire story + Claude 4 Sonnet replacements (75%),2026-08-17,36,2,
R120,C047,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:51:33,29,ok,ai_percent,29,29% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 29, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:51:33"", ""status"": ""ok""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,29,2,
R121,C085,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:53:36,30,ok,ai_percent,54,54% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 54, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:53:36"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,54,2,suspected-ai-generated
R122,C088,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:54:22,31,ok,ai_percent,39,39% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 39, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:54:22"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,39,2,
R123,C053,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:55:43,32,ok,ai_percent,17,17% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 17, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:55:43"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,17,2,
R124,C066,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:57:10,33,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:57:10"", ""status"": ""ok""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,0,2,
R125,C028,Copyleaks,2026.08,2,2026-08-28,2026-08-28T16:58:21,34,ok,ai_percent,86,86% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 86, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T16:58:21"", ""status"": ""ok""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,86,2,suspected-ai-generated
R126,C091,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:00:17,35,ok,ai_percent,38,38% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 38, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:00:17"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,38,2,
R127,C024,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:01:07,36,ok,ai_percent,85,85% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 85, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:01:07"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,85,2,suspected-ai-generated
R128,C025,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:01:39,37,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:01:39"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,100,2,suspected-ai-generated
R129,C042,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:03:26,38,ok,ai_percent,20,20% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 20, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:03:26"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,20,2,
R130,C023,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:05:20,39,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:05:20"", ""status"": ""ok""}",AI,Marketing copy,,894,100,"Gemini 2.0 Flash, email campaign prompt",2026-07-28,100,2,suspected-ai-generated
R131,C041,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:06:48,40,ok,ai_percent,24,24% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 24, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:06:48"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,24,2,
R132,C089,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:07:52,41,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:07:52"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,0,2,
R133,C030,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:09:01,42,ok,ai_percent,34,34% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 34, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:09:01"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,34,2,
R134,C040,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:10:20,43,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:10:20"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,0,2,
R135,C070,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:12:24,44,ok,ai_percent,55,55% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 55, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:12:24"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,55,2,suspected-ai-generated
R136,C009,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:14:27,45,ok,ai_percent,67,67% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 67, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:14:27"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,67,2,suspected-ai-generated
R137,C012,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:15:57,46,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:15:57"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,100,2,suspected-ai-generated
R138,C059,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:17:29,47,ok,ai_percent,25,25% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 25, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:17:29"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,25,2,
R139,C021,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:19:18,48,ok,ai_percent,81,81% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 81, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:19:18"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,81,2,suspected-ai-generated
R140,C027,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:20:13,49,ok,ai_percent,87,87% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 87, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:20:13"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,87,2,suspected-ai-generated
R141,C005,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:21:38,50,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:21:38"", ""status"": ""ok""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,100,2,suspected-ai-generated
R142,C050,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:23:23,51,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:23:23"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,0,2,
R143,C052,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:24:45,52,ok,ai_percent,33,33% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 33, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:24:45"", ""status"": ""ok""}",Hybrid,Academic essay,,501,75,2016 tenure statement + Gemini 2.0 Flash replacements (75%),2026-08-14,33,2,
R144,C080,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:26:06,53,ok,ai_percent,14,14% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 14, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:26:06"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,14,2,
R145,C004,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:27:59,54,ok,ai_percent,87,87% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 87, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:27:59"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,87,2,suspected-ai-generated
R146,C067,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:29:01,55,ok,ai_percent,55,55% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 55, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:29:01"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,55,2,suspected-ai-generated
R147,C073,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:30:31,56,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:30:31"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,0,2,
R148,C033,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:31:24,57,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:31:24"", ""status"": ""ok""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,0,2,
R149,C078,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:32:18,58,ok,ai_percent,36,36% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 36, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:32:18"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,36,2,
R150,C056,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:34:04,59,ok,ai_percent,32,32% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 32, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:34:04"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,32,2,
R151,C064,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:34:43,60,ok,ai_percent,32,32% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 32, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:34:43"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,32,2,
R152,C086,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:35:43,61,ok,ai_percent,33,33% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 33, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:35:43"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,33,2,
R153,C062,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:36:19,62,ok,ai_percent,40,40% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 40, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:36:19"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,40,2,
R154,C022,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:37:05,63,ok,ai_percent,37,37% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 37, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:37:05"", ""status"": ""ok""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,37,2,
R155,C058,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:39:02,64,ok,ai_percent,46,46% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 46, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:39:02"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,46,2,
R156,C068,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:40:31,65,ok,ai_percent,23,23% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 23, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:40:31"", ""status"": ""ok""}",Hybrid,Technical how-to,,790,25,2015 man-page rewrite + Gemini 2.0 Flash replacements (25%),2026-08-14,23,2,
R157,C039,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:42:22,66,ok,ai_percent,10,10% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 10, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:42:22"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,10,2,
R158,C083,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:43:57,67,ok,ai_percent,56,56% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 56, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:43:57"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,56,2,suspected-ai-generated
R159,C077,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:45:27,68,ok,ai_percent,29,29% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 29, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:45:27"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,29,2,
