run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,document_classification,prob_human,prob_mixed,prob_ai,predicted_class,confidence_category,average_generated_prob
R081,C046,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:10:33,81,ok,class_probability_ai,0.4065,AI_ONLY (40.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.4065, ""mixed"": 0.1896, ""human"": 0.4039}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5359, ""scanned_at"": ""2026-08-26T14:10:33"", ""status"": ""ok""}",Human,Marketing copy,,363,0,"Holiday insert, Powell's Books in-store flyer",2017-11-09,AI_ONLY,0.4039,0.1896,0.4065,ai,low,0.5359
R082,C020,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:11:19,82,ok,class_probability_ai,0.931,AI_ONLY (93.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.931, ""mixed"": 0.0221, ""human"": 0.0468}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.939, ""scanned_at"": ""2026-08-26T14:11:19"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,AI_ONLY,0.0468,0.0221,0.931,ai,high,0.939
R083,C051,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:12:02,83,ok,class_probability_ai,0.3945,MIXED (45.5% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.3945, ""mixed"": 0.4551, ""human"": 0.1504}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6449, ""scanned_at"": ""2026-08-26T14:12:02"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,MIXED,0.1504,0.4551,0.3945,mixed,low,0.6449
R084,C070,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:12:59,84,ok,class_probability_ai,0.5323,AI_ONLY (53.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5323, ""mixed"": 0.4446, ""human"": 0.0231}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7525, ""scanned_at"": ""2026-08-26T14:12:59"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,AI_ONLY,0.0231,0.4446,0.5323,ai,medium,0.7525
R085,C068,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:13:51,85,ok,class_probability_ai,0.2943,MIXED (41.4% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.2943, ""mixed"": 0.4145, ""human"": 0.2912}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5119, ""scanned_at"": ""2026-08-26T14:13:51"", ""status"": ""ok""}",Hybrid,Technical how-to,,790,25,2015 man-page rewrite + Gemini 2.0 Flash replacements (25%),2026-08-14,MIXED,0.2912,0.4145,0.2943,mixed,low,0.5119
R086,C077,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:14:24,86,ok,class_probability_ai,0.3718,AI_ONLY (37.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.3718, ""mixed"": 0.3681, ""human"": 0.2601}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4766, ""scanned_at"": ""2026-08-26T14:14:24"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,AI_ONLY,0.2601,0.3681,0.3718,ai,low,0.4766
R087,C042,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:15:41,87,ok,class_probability_ai,0.1628,HUMAN_ONLY (62.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1628, ""mixed"": 0.2093, ""human"": 0.6279}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3785, ""scanned_at"": ""2026-08-26T14:15:41"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,HUMAN_ONLY,0.6279,0.2093,0.1628,human,medium,0.3785
R088,C001,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:17:38,88,ok,class_probability_ai,0.9175,AI_ONLY (91.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.9175, ""mixed"": 0.073, ""human"": 0.0094}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.969, ""scanned_at"": ""2026-08-26T14:17:38"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,AI_ONLY,0.0094,0.073,0.9175,ai,high,0.969
R089,C083,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:19:07,89,ok,class_probability_ai,0.4157,MIXED (44.1% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4157, ""mixed"": 0.4413, ""human"": 0.143}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5423, ""scanned_at"": ""2026-08-26T14:19:07"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,MIXED,0.143,0.4413,0.4157,mixed,low,0.5423
R090,C021,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:20:20,90,ok,class_probability_ai,0.7919,AI_ONLY (79.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7919, ""mixed"": 0.1877, ""human"": 0.0203}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8514, ""scanned_at"": ""2026-08-26T14:20:20"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,AI_ONLY,0.0203,0.1877,0.7919,ai,high,0.8514
R091,C074,GPTZero,4.9b,1,2026-08-26,2026-08-26T14:21:18,91,ok,class_probability_ai,0.3136,HUMAN_ONLY (66.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3136, ""mixed"": 0.02, ""human"": 0.6664}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2503, ""scanned_at"": ""2026-08-26T14:21:18"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,HUMAN_ONLY,0.6664,0.02,0.3136,human,medium,0.2503
R092,C071,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:09:17,1,ok,class_probability_ai,0.4591,MIXED (48.4% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4591, ""mixed"": 0.4837, ""human"": 0.0573}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6964, ""scanned_at"": ""2026-08-28T14:09:17"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,MIXED,0.0573,0.4837,0.4591,mixed,low,0.6964
R093,C017,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:11:09,2,ok,class_probability_ai,0.9308,AI_ONLY (93.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.9308, ""mixed"": 0.0597, ""human"": 0.0095}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9164, ""scanned_at"": ""2026-08-28T14:11:09"", ""status"": ""ok""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,AI_ONLY,0.0095,0.0597,0.9308,ai,high,0.9164
R094,C078,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:12:15,3,ok,class_probability_ai,0.2261,MIXED (44.6% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.2261, ""mixed"": 0.4465, ""human"": 0.3273}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4717, ""scanned_at"": ""2026-08-28T14:12:15"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,MIXED,0.3273,0.4465,0.2261,mixed,low,0.4717
R095,C018,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:13:34,4,ok,class_probability_ai,0.7343,AI_ONLY (73.4% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7343, ""mixed"": 0.1388, ""human"": 0.127}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8491, ""scanned_at"": ""2026-08-28T14:13:34"", ""status"": ""ok""}",AI,Business / professional,,954,100,"Claude 4 Sonnet, board update prompt",2026-08-19,AI_ONLY,0.127,0.1388,0.7343,ai,medium,0.8491
R096,C047,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:14:57,5,ok,class_probability_ai,0.231,HUMAN_ONLY (68.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.231, ""mixed"": 0.0857, ""human"": 0.6833}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3691, ""scanned_at"": ""2026-08-28T14:14:57"", ""status"": ""ok""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,HUMAN_ONLY,0.6833,0.0857,0.231,human,medium,0.3691
R097,C006,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:15:31,6,ok,class_probability_ai,0.687,AI_ONLY (68.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.687, ""mixed"": 0.3041, ""human"": 0.0089}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7977, ""scanned_at"": ""2026-08-28T14:15:31"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,AI_ONLY,0.0089,0.3041,0.687,ai,medium,0.7977
R098,C076,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:16:50,7,ok,class_probability_ai,0.1791,HUMAN_ONLY (66.5% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1791, ""mixed"": 0.1557, ""human"": 0.6652}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2562, ""scanned_at"": ""2026-08-28T14:16:50"", ""status"": ""ok""}",Human,News article,Translated,587,0,English translation of Le Monde diplomatique short feature,2019-02-27,HUMAN_ONLY,0.6652,0.1557,0.1791,human,medium,0.2562
R099,C014,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:18:10,8,ok,class_probability_ai,0.4949,AI_ONLY (49.5% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.4949, ""mixed"": 0.3842, ""human"": 0.1209}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6976, ""scanned_at"": ""2026-08-28T14:18:10"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,AI_ONLY,0.1209,0.3842,0.4949,ai,low,0.6976
R100,C080,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:20:13,9,ok,class_probability_ai,0.1123,HUMAN_ONLY (84.6% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1123, ""mixed"": 0.0413, ""human"": 0.8464}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.0962, ""scanned_at"": ""2026-08-28T14:20:13"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,HUMAN_ONLY,0.8464,0.0413,0.1123,human,high,0.0962
R101,C086,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:21:44,10,ok,class_probability_ai,0.3716,AI_ONLY (37.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.3716, ""mixed"": 0.3715, ""human"": 0.2569}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5275, ""scanned_at"": ""2026-08-28T14:21:44"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,AI_ONLY,0.2569,0.3715,0.3716,ai,low,0.5275
R102,C011,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:22:50,11,ok,class_probability_ai,0.9127,AI_ONLY (91.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.9127, ""mixed"": 0.0776, ""human"": 0.0098}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 1, ""scanned_at"": ""2026-08-28T14:22:50"", ""status"": ""ok""}",AI,Blog / opinion,,985,100,"Gemini 2.0 Flash, Substack-style prompt",2026-08-10,AI_ONLY,0.0098,0.0776,0.9127,ai,high,1
R103,C028,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:23:44,12,ok,class_probability_ai,0.9675,AI_ONLY (96.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.9675, ""mixed"": 0.0226, ""human"": 0.0099}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9423, ""scanned_at"": ""2026-08-28T14:23:44"", ""status"": ""ok""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,AI_ONLY,0.0099,0.0226,0.9675,ai,high,0.9423
R104,C077,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:24:39,13,ok,class_probability_ai,0.2751,HUMAN_ONLY (48.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2751, ""mixed"": 0.2363, ""human"": 0.4886}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.3742, ""scanned_at"": ""2026-08-28T14:24:39"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,HUMAN_ONLY,0.4886,0.2363,0.2751,human,low,0.3742
R105,C005,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:25:56,14,ok,class_probability_ai,0.6689,AI_ONLY (66.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.6689, ""mixed"": 0.02, ""human"": 0.3111}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.645, ""scanned_at"": ""2026-08-28T14:25:56"", ""status"": ""ok""}",AI,News article,,521,100,"GPT-4o, news desk prompt",2026-07-30,AI_ONLY,0.3111,0.02,0.6689,ai,medium,0.645
R106,C074,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:27:57,15,ok,class_probability_ai,0.412,HUMAN_ONLY (50.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.412, ""mixed"": 0.081, ""human"": 0.507}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3934, ""scanned_at"": ""2026-08-28T14:27:57"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,HUMAN_ONLY,0.507,0.081,0.412,human,medium,0.3934
R107,C007,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:28:30,16,ok,class_probability_ai,0.617,AI_ONLY (61.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.617, ""mixed"": 0.1087, ""human"": 0.2743}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8399, ""scanned_at"": ""2026-08-28T14:28:30"", ""status"": ""ok""}",AI,News article,,646,100,"Gemini 2.0 Flash, rewrite-as-AP",2026-08-04,AI_ONLY,0.2743,0.1087,0.617,ai,medium,0.8399
R108,C020,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:30:02,17,ok,class_probability_ai,0.8349,AI_ONLY (83.5% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8349, ""mixed"": 0.1564, ""human"": 0.0087}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 1, ""scanned_at"": ""2026-08-28T14:30:02"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,AI_ONLY,0.0087,0.1564,0.8349,ai,high,1
R109,C001,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:30:50,18,ok,class_probability_ai,0.8214,AI_ONLY (82.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8214, ""mixed"": 0.1692, ""human"": 0.0093}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8553, ""scanned_at"": ""2026-08-28T14:30:50"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,AI_ONLY,0.0093,0.1692,0.8214,ai,high,0.8553
R110,C025,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:32:29,19,ok,class_probability_ai,0.8843,AI_ONLY (88.4% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8843, ""mixed"": 0.1067, ""human"": 0.009}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.923, ""scanned_at"": ""2026-08-28T14:32:29"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,AI_ONLY,0.009,0.1067,0.8843,ai,high,0.923
R111,C090,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:33:44,20,ok,class_probability_ai,0.2587,HUMAN_ONLY (54.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2587, ""mixed"": 0.1977, ""human"": 0.5436}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.4235, ""scanned_at"": ""2026-08-28T14:33:44"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,HUMAN_ONLY,0.5436,0.1977,0.2587,human,medium,0.4235
R112,C024,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:34:21,21,ok,class_probability_ai,0.9584,AI_ONLY (95.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.9584, ""mixed"": 0.0274, ""human"": 0.0142}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 1, ""scanned_at"": ""2026-08-28T14:34:21"", ""status"": ""ok""}",AI,Marketing copy,,888,100,"Llama 3.3 70B, catalog blurb prompt",2026-08-02,AI_ONLY,0.0142,0.0274,0.9584,ai,high,1
R113,C089,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:36:07,22,ok,class_probability_ai,0.2502,HUMAN_ONLY (68.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2502, ""mixed"": 0.0667, ""human"": 0.6831}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3484, ""scanned_at"": ""2026-08-28T14:36:07"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,HUMAN_ONLY,0.6831,0.0667,0.2502,human,medium,0.3484
R114,C087,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:38:07,23,ok,class_probability_ai,0.2913,MIXED (54.1% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.2913, ""mixed"": 0.5407, ""human"": 0.168}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.5213, ""scanned_at"": ""2026-08-28T14:38:07"", ""status"": ""ok""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,MIXED,0.168,0.5407,0.2913,mixed,medium,0.5213
R115,C032,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:38:54,24,ok,class_probability_ai,0.01,HUMAN_ONLY (82.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.01, ""mixed"": 0.163, ""human"": 0.827}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.125, ""scanned_at"": ""2026-08-28T14:38:54"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,HUMAN_ONLY,0.827,0.163,0.01,human,high,0.125
R116,C039,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:40:55,25,ok,class_probability_ai,0.2349,HUMAN_ONLY (56.0% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2349, ""mixed"": 0.2054, ""human"": 0.5597}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2588, ""scanned_at"": ""2026-08-28T14:40:55"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,HUMAN_ONLY,0.5597,0.2054,0.2349,human,medium,0.2588
R117,C091,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:42:33,26,ok,class_probability_ai,0.0254,HUMAN_ONLY (89.0% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.0254, ""mixed"": 0.0849, ""human"": 0.8897}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.154, ""scanned_at"": ""2026-08-28T14:42:33"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,HUMAN_ONLY,0.8897,0.0849,0.0254,human,high,0.154
R118,C030,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:44:36,27,ok,class_probability_ai,0.2424,HUMAN_ONLY (62.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2424, ""mixed"": 0.1301, ""human"": 0.6275}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3154, ""scanned_at"": ""2026-08-28T14:44:36"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,HUMAN_ONLY,0.6275,0.1301,0.2424,human,medium,0.3154
R119,C041,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:45:15,28,ok,class_probability_ai,0.2872,HUMAN_ONLY (47.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2872, ""mixed"": 0.2333, ""human"": 0.4795}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.3685, ""scanned_at"": ""2026-08-28T14:45:15"", ""status"": ""ok""}",Human,Business / professional,,521,0,"Internal strategy memo, Midland Credit Union board packet",2016-02-17,HUMAN_ONLY,0.4795,0.2333,0.2872,human,low,0.3685
R120,C035,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:45:50,29,ok,class_probability_ai,0.1819,HUMAN_ONLY (77.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1819, ""mixed"": 0.0455, ""human"": 0.7726}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1683, ""scanned_at"": ""2026-08-28T14:45:50"", ""status"": ""ok""}",Human,Blog / opinion,,702,0,"Paul Ford, 'What Is Code?', Bloomberg Businessweek",2015-06-11,HUMAN_ONLY,0.7726,0.0455,0.1819,human,high,0.1683
