run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,ai_confidence,original_confidence,label
R099,C079,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:50:39,8,ok,ai_confidence,46,46% AI · 54% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 46, ""original"": 54, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:50:39"", ""status"": ""ok""}",Human,Blog / opinion,Templated,322,0,"Grant-report narrative template, state arts board",2011-10-19,46,54,Likely Original
R100,C036,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:52:26,9,ok,ai_confidence,24,24% AI · 76% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 24, ""original"": 76, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:52:26"", ""status"": ""ok""}",Human,Blog / opinion,,854,0,"Heather Havrilesky, Ask Polly column, The Cut",2019-03-06,24,76,Likely Original
R101,C032,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:54:20,10,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:54:20"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,0,100,Likely Original
R102,C087,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:56:06,11,ok,ai_confidence,50,50% AI · 50% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 50, ""original"": 50, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:56:06"", ""status"": ""ok""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,50,50,Likely AI
R103,C027,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:57:06,12,ok,ai_confidence,88,88% AI · 12% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 88, ""original"": 12, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:57:06"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,88,12,Likely AI
R104,C029,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:58:51,13,ok,ai_confidence,24,24% AI · 76% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 24, ""original"": 76, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:58:51"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,24,76,Likely Original
R105,C030,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T15:59:47,14,ok,ai_confidence,23,23% AI · 77% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 23, ""original"": 77, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T15:59:47"", ""status"": ""ok""}",Human,Academic essay,,653,0,"John Dewey, Democracy and Education, ch. 7 (Macmillan)",1916-01-01,23,77,Likely Original
R106,C009,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:01:24,15,ok,ai_confidence,91,91% AI · 9% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 91, ""original"": 9, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:01:24"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,91,9,Likely AI
R107,C067,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:02:10,16,ok,ai_confidence,78,78% AI · 22% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 78, ""original"": 22, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:02:10"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,78,22,Likely AI
R108,C028,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:03:25,17,ok,ai_confidence,96,96% AI · 4% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 96, ""original"": 4, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:03:25"", ""status"": ""ok""}",AI,Technical how-to,,629,100,"Llama 3.3 70B, configuration guide",2026-08-16,96,4,Likely AI
R109,C073,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:04:11,18,ok,ai_confidence,40,40% AI · 60% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 40, ""original"": 60, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:04:11"", ""status"": ""ok""}",Human,Academic essay,ESL,478,0,"Erasmus application statement, University of Coimbra",2019-01-22,40,60,Likely Original
R110,C049,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:06:03,19,ok,ai_confidence,18,18% AI · 82% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 18, ""original"": 82, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:06:03"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,18,82,Likely Original
R111,C084,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:07:08,20,ok,ai_confidence,43,43% AI · 57% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 43, ""original"": 57, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:07:08"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,43,57,Likely Original
R112,C051,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:08:37,21,ok,ai_confidence,56,56% AI · 44% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 56, ""original"": 44, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:08:37"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,56,44,Likely AI
R113,C057,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:09:09,22,ok,ai_confidence,88,88% AI · 12% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 88, ""original"": 12, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:09:09"", ""status"": ""ok""}",Hybrid,Blog / opinion,,508,50,2019 newsletter essay + Llama 3.3 70B replacements (50%),2026-08-19,88,12,Likely AI
R114,C011,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:11:12,23,ok,ai_confidence,73,73% AI · 27% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 73, ""original"": 27, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:11:12"", ""status"": ""ok""}",AI,Blog / opinion,,985,100,"Gemini 2.0 Flash, Substack-style prompt",2026-08-10,73,27,Likely AI
R115,C002,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:12:11,24,ok,ai_confidence,65,65% AI · 35% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 65, ""original"": 35, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:12:11"", ""status"": ""ok""}",AI,Academic essay,,834,100,"Claude 4 Sonnet, default settings",2026-07-22,65,35,Likely AI
R116,C078,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:13:56,25,ok,ai_confidence,65,65% AI · 35% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 65, ""original"": 35, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:13:56"", ""status"": ""ok""}",Human,Blog / opinion,Templated,234,0,"HR welcome email template, regional hospital system",2018-08-04,65,35,Likely AI
R117,C048,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:15:44,26,ok,ai_confidence,30,30% AI · 70% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 30, ""original"": 70, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:15:44"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,30,70,Likely Original
R118,C003,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:16:22,27,ok,ai_confidence,84,84% AI · 16% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 84, ""original"": 16, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:16:22"", ""status"": ""ok""}",AI,Academic essay,,583,100,"Gemini 2.0 Flash, long-form setting",2026-07-25,84,16,Likely AI
R119,C070,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:17:38,28,ok,ai_confidence,48,48% AI · 52% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 48, ""original"": 52, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:17:38"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,48,52,Likely Original
R120,C031,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:19:20,29,ok,ai_confidence,29,29% AI · 71% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 29, ""original"": 71, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:19:20"", ""status"": ""ok""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,29,71,Likely Original
R121,C017,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:20:15,30,ok,ai_confidence,98,98% AI · 2% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 98, ""original"": 2, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:20:15"", ""status"": ""ok""}",AI,Business / professional,,644,100,"GPT-4o, client memo prompt",2026-08-18,98,2,Likely AI
R122,C063,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:21:53,31,ok,ai_confidence,15,15% AI · 85% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 15, ""original"": 85, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:21:53"", ""status"": ""ok""}",Hybrid,Business / professional,,462,50,2015 offer-summary memo + Claude 4 Sonnet replacements (50%),2026-08-15,15,85,Likely Original
R123,C081,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:23:05,32,ok,ai_confidence,23,23% AI · 77% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 23, ""original"": 77, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:23:05"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,23,77,Likely Original
R124,C008,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:24:28,33,ok,ai_confidence,84,84% AI · 16% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 84, ""original"": 16, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:24:28"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,84,16,Likely AI
R125,C014,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:25:33,34,error,ai_confidence,,,,error,Scan failed. Credits request returned HTTP 429.,"{""detector"": ""Originality.ai"", ""version"": ""Lite 3.0.0"", ""status"": ""error"", ""error_code"": ""error"", ""error"": ""Scan failed. Credits request returned HTTP 429."", ""scanned_at"": ""2026-08-28T16:25:33""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,,,
R126,C064,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:26:16,35,ok,ai_confidence,56,56% AI · 44% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 56, ""original"": 44, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:26:16"", ""status"": ""ok""}",Hybrid,Business / professional,,802,75,2017 vendor RFP response + Gemini 2.0 Flash replacements (75%),2026-08-18,56,44,Likely AI
R127,C062,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:27:54,36,ok,ai_confidence,72,72% AI · 28% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 72, ""original"": 28, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:27:54"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,72,28,Likely AI
R128,C021,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:29:04,37,ok,ai_confidence,100,100% AI · 0% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 100, ""original"": 0, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:29:04"", ""status"": ""ok""}",AI,Marketing copy,,502,100,"GPT-4o, landing-page prompt",2026-07-19,100,0,Likely AI
R129,C061,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:30:52,38,ok,ai_confidence,61,61% AI · 39% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 61, ""original"": 39, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:30:52"", ""status"": ""ok""}",Hybrid,Creative fiction,,515,75,2018 contest entry + Llama 3.3 70B replacements (75%),2026-08-23,61,39,Likely AI
R130,C025,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:31:47,39,ok,ai_confidence,100,100% AI · 0% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 100, ""original"": 0, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:31:47"", ""status"": ""ok""}",AI,Technical how-to,,806,100,"GPT-4o, install-guide prompt",2026-08-05,100,0,Likely AI
R131,C012,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:33:04,40,ok,ai_confidence,96,96% AI · 4% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 96, ""original"": 4, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:33:04"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,96,4,Likely AI
R132,C091,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:34:54,41,ok,ai_confidence,10,10% AI · 90% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 10, ""original"": 90, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:34:54"", ""status"": ""ok""}",Human,Academic essay,Archaic,397,0,"Letter of Abigail Adams to John Adams, Massachusetts Historical Society transcription",1776-03-31,10,90,Likely Original
R133,C006,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:36:29,42,ok,ai_confidence,71,71% AI · 29% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 71, ""original"": 29, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:36:29"", ""status"": ""ok""}",AI,News article,,812,100,"Claude 4 Sonnet, wire-style prompt",2026-08-01,71,29,Likely AI
R134,C090,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:37:30,43,ok,ai_confidence,23,23% AI · 77% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 23, ""original"": 77, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:37:30"", ""status"": ""ok""}",Human,Academic essay,Archaic,531,0,"John Ruskin, The Stones of Venice, vol. 2, ch. 6",1853-07-01,23,77,Likely Original
R135,C083,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:39:25,44,ok,ai_confidence,43,43% AI · 57% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 43, ""original"": 57, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:39:25"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,43,57,Likely Original
R136,C046,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:41:23,45,ok,ai_confidence,28,28% AI · 72% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 28, ""original"": 72, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:41:23"", ""status"": ""ok""}",Human,Marketing copy,,363,0,"Holiday insert, Powell's Books in-store flyer",2017-11-09,28,72,Likely Original
R137,C052,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:42:06,46,ok,ai_confidence,47,47% AI · 53% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 47, ""original"": 53, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:42:06"", ""status"": ""ok""}",Hybrid,Academic essay,,501,75,2016 tenure statement + Gemini 2.0 Flash replacements (75%),2026-08-14,47,53,Likely Original
R138,C020,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:43:10,47,ok,ai_confidence,83,83% AI · 17% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 83, ""original"": 17, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:43:10"", ""status"": ""ok""}",AI,Business / professional,,766,100,"Llama 3.3 70B, vendor letter prompt",2026-08-22,83,17,Likely AI
R139,C077,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:43:44,48,ok,ai_confidence,47,47% AI · 53% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 47, ""original"": 53, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:43:44"", ""status"": ""ok""}",Human,Blog / opinion,Templated,555,0,"Boilerplate 'about us' page, county parks department CMS",2013-06-21,47,53,Likely Original
R140,C082,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:45:49,49,ok,ai_confidence,32,32% AI · 68% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 32, ""original"": 68, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:45:49"", ""status"": ""ok""}",Human,Technical how-to,Technical,562,0,NIST SP 800-63-3 section 5 prose (public domain U.S. government),2017-06-22,32,68,Likely Original
R141,C040,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:47:12,50,ok,ai_confidence,13,13% AI · 87% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 13, ""original"": 87, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:47:12"", ""status"": ""ok""}",Human,Creative fiction,,405,0,"George Saunders, Tenth of December title story (Random House)",2013-01-08,13,87,Likely Original
R142,C071,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:48:44,51,ok,ai_confidence,61,61% AI · 39% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 61, ""original"": 39, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:48:44"", ""status"": ""ok""}",Human,Academic essay,ESL,524,0,"Placement essay, University of Helsinki English exam booklet",2018-04-12,61,39,Likely AI
R143,C013,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:49:38,52,ok,ai_confidence,89,89% AI · 11% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 89, ""original"": 11, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:49:38"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,89,11,Likely AI
R144,C069,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:51:23,53,ok,ai_confidence,44,44% AI · 56% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 44, ""original"": 56, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:51:23"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,44,56,Likely Original
R145,C018,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:53:09,54,ok,ai_confidence,77,77% AI · 23% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 77, ""original"": 23, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:53:09"", ""status"": ""ok""}",AI,Business / professional,,954,100,"Claude 4 Sonnet, board update prompt",2026-08-19,77,23,Likely AI
R146,C053,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:54:04,55,ok,ai_confidence,100,100% AI · 0% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 100, ""original"": 0, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:54:04"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,100,0,Likely AI
R147,C072,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:55:57,56,ok,ai_confidence,45,45% AI · 55% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 45, ""original"": 55, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:55:57"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,45,55,Likely Original
